0.283252,0.127076,0.31509,-0.739906,0.0272876,0.317443
0.283252,0.127076,0.31509,-0.6,0.0272876,0.5834
0.318659,0.111191,0.354476,-0.425,0.0306986,1.34158
0.247846,0.14296,0.275704,-0.775,0.0238767,0.503483
0.265549,0.119134,0.334783,-0.3375,0.0324041,1.65754
0.336362,0.150903,0.256011,-0.6875,0.0255822,1.1531
0.300956,0.103249,0.295397,-0.5125,0.0221712,0.872574
0.230143,0.135018,0.374169,-0.8625,0.0289931,0.921782
0.238994,0.115162,0.28555,-0.73125,0.0281404,0.451108
0.309807,0.146931,0.364323,-0.38125,0.0213185,1.06066
0.345214,0.099278,0.324936,-0.90625,0.0247294,0.791966
0.274401,0.131047,0.246164,-0.55625,0.0315513,1.23785
0.256697,0.10722,0.384016,-0.64375,0.0264349,0.883877
0.32751,0.138989,0.305243,-0.29375,0.0332568,2.37726
0.292104,0.123105,0.265857,-0.81875,0.0298459,0.479402
0.221291,0.154874,0.34463,-0.46875,0.023024,0.886322
0.225717,0.12509,0.369246,-0.534375,0.0243031,1.04131
0.29653,0.156859,0.290473,-0.884375,0.031125,0.807533
0.331936,0.109206,0.251087,-0.359375,0.027714,1.2772
0.261123,0.140975,0.32986,-0.709375,0.0208921,0.655511
0.278826,0.101264,0.310167,-0.446875,0.0294195,0.940764
0.34964,0.133032,0.388939,-0.796875,0.0225976,0.620707
0.314233,0.117148,0.349553,-0.271875,0.0260085,1.40349
0.24342,0.148917,0.27078,-0.621875,0.0328305,1.04383
0.234568,0.105235,0.320013,-0.840625,0.0319777,0.631489
0.305381,0.137004,0.241241,-0.490625,0.0251558,0.898894
0.340788,0.121119,0.280627,-0.665625,0.0217448,0.652528
0.269975,0.152888,0.359399,-0.315625,0.0285668,1.71138
0.252272,0.113177,0.260934,-0.928125,0.0234503,0.860669
0.323085,0.144946,0.339706,-0.578125,0.0302722,1.06591
0.287678,0.0972924,0.379092,-0.753125,0.0336832,0.637515
0.216865,0.129061,0.30032,-0.403125,0.0268613,0.992904
0.219078,0.112184,0.332321,-0.654687,0.0300591,0.660303
0.289891,0.143953,0.253549,-0.304688,0.0232371,1.10537
0.325298,0.0962996,0.292935,-0.829687,0.0266481,0.510112
0.254484,0.128069,0.371708,-0.479687,0.03347,1.20368
0.272188,0.104242,0.273242,-0.742188,0.0249426,0.595527
0.343001,0.136011,0.352014,-0.392188,0.0317645,1.8878
0.307594,0.120126,0.391401,-0.917187,0.0283536,1.07824
0.236781,0.151895,0.312628,-0.567187,0.0215317,0.767101
0.245633,0.100271,0.361861,-0.348438,0.0223844,1.35086
0.316446,0.13204,0.283089,-0.698438,0.0292063,0.730012
0.351852,0.116155,0.243702,-0.523438,0.0326173,1.62299
0.281039,0.147924,0.322475,-0.873437,0.0257954,0.725172
0.263336,0.124097,0.302782,-0.260937,0.0309118,1.73266
0.334149,0.155866,0.381554,-0.610937,0.0240899,0.812487
0.298743,0.108213,0.342168,-0.435937,0.0206789,1.00311
0.22793,0.139982,0.263395,-0.785937,0.0275008,0.382574
0.223504,0.110199,0.278165,-0.939062,0.0338964,0.825423
0.294317,0.141968,0.356938,-0.589063,0.0270745,0.65596
0.329723,0.126083,0.317551,-0.764062,0.0236635,0.411805
0.25891,0.157852,0.238779,-0.414062,0.0304854,1.61814
0.276614,0.118141,0.376631,-0.851562,0.021958,1.24519
0.347427,0.14991,0.297858,-0.501562,0.0287799,1.57133
0.31202,0.102256,0.258472,-0.676562,0.0321909,0.74405
0.241207,0.134025,0.337245,-0.326562,0.025369,1.11094
0.232355,0.122112,0.248626,-0.457812,0.0262217,0.877872
0.303168,0.153881,0.327398,-0.807812,0.0330436,0.94383
0.338575,0.106227,0.366784,-0.282813,0.0296327,1.74472
0.267762,0.137996,0.288012,-0.632812,0.0228108,0.647725
0.250059,0.0982852,0.347091,-0.545312,0.0279272,0.888254
0.320872,0.130054,0.268319,-0.895312,0.0211053,0.722048
0.285465,0.11417,0.307705,-0.370312,0.0245162,1.00201
0.214652,0.145939,0.386477,-0.720312,0.0313382,0.511452
0.215759,0.120623,0.306474,-0.813281,0.0233437,1.05211
0.286572,0.152392,0.385247,-0.463281,0.0301656,1.38298
0.321978,0.104738,0.34586,-0.638281,0.0335766,0.899506
0.251165,0.136507,0.267088,-0.288281,0.0267547,1.22792
0.268868,0.096796,0.365553,-0.900781,0.0318711,1.24791
0.339681,0.128565,0.286781,-0.550781,0.0250492,0.812204
0.304275,0.112681,0.247395,-0.725781,0.0216383,0.653766
